Date,Open,High,Low,Close,Adj Close,Volume
2020-05-26,11.000000,11.000000,11.000000,11.000000,11.000000,0
2020-05-27,11.000000,11.000000,11.000000,11.000000,11.000000,0
2020-05-28,11.000000,11.000000,11.000000,11.000000,11.000000,0
2020-05-29,10.700000,10.900000,10.700000,10.900000,10.900000,400
2020-06-01,10.992000,11.090000,10.850000,10.900000,10.900000,17000
2020-06-02,10.850000,10.990000,10.850000,10.990000,10.990000,500
2020-06-03,11.400000,11.400000,10.640000,10.779000,10.779000,1900
2020-06-04,10.800000,10.800000,10.800000,10.800000,10.800000,400
2020-06-05,10.790000,11.080000,10.600000,10.950000,10.950000,70400
2020-06-08,11.760000,11.890000,10.885000,10.950000,10.950000,39600
2020-06-09,11.600000,11.850000,10.860000,10.950000,10.950000,58000
2020-06-10,11.350000,14.100000,11.099000,12.000000,12.000000,695500
2020-06-11,12.000000,12.000000,11.000000,11.150000,11.150000,261000
2020-06-12,11.580000,11.750000,10.950000,11.100000,11.100000,1803900
2020-06-15,11.460000,11.500000,11.080000,11.200000,11.200000,1114300
2020-06-16,11.650000,12.130000,10.950000,11.720000,11.720000,870900
2020-06-17,12.300000,14.440000,11.910000,14.200000,14.200000,1964500
2020-06-18,13.830000,14.260000,12.770000,13.050000,13.050000,638200
2020-06-19,13.330000,13.330000,11.240000,12.320000,12.320000,451400
2020-06-22,11.960000,12.890000,11.370100,11.950000,11.950000,517585
2020-06-23,12.280000,12.280000,11.600000,11.700000,11.700000,277419
2020-06-24,12.000000,12.399900,11.360000,11.550000,11.550000,376666
2020-06-25,11.400000,11.450000,11.060000,11.250000,11.250000,287336
2020-06-26,11.650000,12.159900,10.950000,11.850000,11.850000,459210
2020-06-29,12.550000,13.550000,12.100000,13.200000,13.200000,689335
2020-06-30,13.910000,14.700000,12.300000,12.850000,12.850000,1089933
