Date,Open,High,Low,Close,Adj Close,Volume
2019-05-14,10.420000,10.420000,10.420000,10.420000,10.420000,0
2019-05-15,10.420000,10.420000,10.420000,10.420000,10.420000,500
2019-05-16,10.450000,10.460000,10.450000,10.460000,10.460000,300
2019-05-17,10.450000,10.450000,10.450000,10.450000,10.450000,300
2019-05-20,10.480000,10.480000,10.450000,10.450000,10.450000,1600
2019-05-21,10.430000,10.430000,10.420000,10.420000,10.420000,55200
2019-05-22,10.420000,10.420000,10.420000,10.420000,10.420000,0
2019-05-23,10.420000,10.420000,10.420000,10.420000,10.420000,1100
2019-05-24,10.420000,10.420000,10.420000,10.420000,10.420000,0
2019-05-28,10.420000,10.420000,9.170000,10.420000,10.420000,10000
2019-05-29,10.480000,10.480000,10.420000,10.420000,10.420000,6000
2019-05-30,10.420000,10.420000,10.420000,10.420000,10.420000,100
2019-05-31,10.450000,10.450000,10.420000,10.420000,10.420000,304000
2019-06-03,10.420000,10.420000,10.420000,10.420000,10.420000,0
2019-06-04,10.420000,10.420000,10.420000,10.420000,10.420000,0
2019-06-05,10.420000,10.420000,10.420000,10.420000,10.420000,100
2019-06-06,10.420000,10.420000,10.420000,10.420000,10.420000,100
2019-06-07,10.420000,10.420000,10.420000,10.420000,10.420000,100
2019-06-10,10.450000,10.480000,10.450000,10.480000,10.480000,600
2019-06-11,10.420000,10.420000,10.420000,10.420000,10.420000,4600
2019-06-12,10.420000,10.420000,10.420000,10.420000,10.420000,0
2019-06-13,10.420000,10.420000,10.420000,10.420000,10.420000,100
2019-06-14,10.464000,10.480000,10.464000,10.480000,10.480000,1300
2019-06-17,10.480000,10.480000,10.480000,10.480000,10.480000,0
2019-06-18,10.480000,10.480000,10.480000,10.480000,10.480000,0
2019-06-19,10.480000,10.480000,10.480000,10.480000,10.480000,0
2019-06-20,10.480000,10.480000,10.465000,10.480000,10.480000,6900
2019-06-21,10.480000,10.480000,10.480000,10.480000,10.480000,100
2019-06-24,10.420000,10.421000,10.420000,10.421000,10.421000,7100
2019-06-25,10.445000,10.445000,10.420000,10.445000,10.445000,400
2019-06-26,10.445000,10.445000,10.445000,10.445000,10.445000,0
2019-06-27,10.480000,10.480000,10.469000,10.469000,10.469000,1100
2019-06-28,10.469000,10.469000,10.469000,10.469000,10.469000,0
2019-07-01,10.420000,10.446000,10.420000,10.445000,10.445000,1900
2019-07-02,10.445000,10.445000,10.445000,10.445000,10.445000,0
2019-07-03,10.445000,10.445000,10.445000,10.445000,10.445000,0
2019-07-05,10.460000,10.460000,10.460000,10.460000,10.460000,900
2019-07-08,10.460000,10.460000,10.460000,10.460000,10.460000,2000
2019-07-09,10.460000,10.471000,10.460000,10.460000,10.460000,16600
2019-07-10,10.460000,10.460000,10.460000,10.460000,10.460000,0
2019-07-11,10.460000,10.460000,10.460000,10.460000,10.460000,0
2019-07-12,10.460000,10.460000,10.460000,10.460000,10.460000,0
2019-07-15,10.460000,10.460000,10.460000,10.460000,10.460000,0
