Date,Open,High,Low,Close,Adj Close,Volume
2020-06-01,10.490000,11.090000,10.400000,10.680000,10.680000,8156800
2020-06-02,10.690000,10.800000,10.450000,10.560000,10.560000,770000
2020-06-03,10.640000,10.690000,10.450000,10.530000,10.530000,473900
2020-06-04,10.560000,10.650000,10.450000,10.500000,10.500000,363600
2020-06-05,10.600000,10.660000,10.500000,10.550000,10.550000,619000
2020-06-08,10.560000,10.560000,10.070000,10.400000,10.400000,483300
2020-06-09,10.350000,10.450000,10.260000,10.340000,10.340000,177200
2020-06-10,10.460000,10.600000,10.400000,10.520000,10.520000,133700
2020-06-11,10.360000,10.490000,10.245000,10.250000,10.250000,97100
2020-06-12,10.430000,10.450000,10.210000,10.390000,10.390000,66600
2020-06-15,10.530000,10.530000,10.300000,10.390000,10.390000,79600
2020-06-16,10.417000,10.420000,10.300000,10.320000,10.320000,44000
2020-06-17,10.400000,10.830000,10.300000,10.510000,10.510000,495000
2020-06-18,10.600000,10.710000,10.450000,10.600000,10.600000,286400
2020-06-19,10.620000,10.650000,10.380000,10.420000,10.420000,118200
2020-06-22,10.270000,10.380000,10.170000,10.265000,10.265000,645600
2020-06-23,10.320000,10.410000,10.230000,10.340000,10.340000,120300
2020-06-24,10.240000,10.300000,10.185000,10.290000,10.290000,127500
2020-06-25,10.161000,10.250000,10.155000,10.240000,10.240000,49600
2020-06-26,10.250000,10.300000,10.209000,10.300000,10.300000,60400
2020-06-29,10.540000,10.540000,10.150000,10.250000,10.250000,86600
2020-06-30,10.220000,10.489000,10.210000,10.230000,10.230000,128800
2020-07-01,10.220000,10.330000,10.220000,10.320000,10.320000,69300
2020-07-02,10.290000,10.410000,10.290000,10.380000,10.380000,239100
2020-07-06,10.370000,10.500000,10.370000,10.400000,10.400000,122900
2020-07-07,10.400000,10.450000,10.356000,10.410000,10.410000,615900
2020-07-08,10.410000,10.427000,10.390000,10.420000,10.420000,176300
2020-07-09,10.420000,10.500000,10.410000,10.440000,10.440000,208900
2020-07-10,10.465000,10.550000,10.450000,10.500000,10.500000,206300
2020-07-13,10.400000,10.590000,10.300000,10.466000,10.466000,146300
2020-07-14,10.350000,10.580000,10.350000,10.500000,10.500000,158100
