Date,Open,High,Low,Close,Adj Close,Volume
2020-06-11,14.760000,14.800000,12.895000,12.900000,12.900000,348400
2020-06-12,13.540000,13.920000,12.700000,13.400000,13.400000,452100
2020-06-15,13.500000,13.700000,13.000000,13.500000,13.500000,313000
2020-06-16,14.500000,14.600000,13.500000,14.300000,14.300000,458500
2020-06-17,14.920000,15.530000,14.267000,14.730000,14.730000,757100
2020-06-18,14.870000,15.350000,14.550000,15.100000,15.100000,429500
2020-06-19,15.000000,16.240000,15.000000,15.360000,15.360000,539800
2020-06-22,15.190000,15.510000,14.503000,15.140000,15.140000,541500
2020-06-23,15.080000,16.360001,14.560000,15.000000,15.000000,634000
2020-06-24,15.050000,15.100000,14.520000,14.900000,14.900000,421500
2020-06-25,14.770000,15.250000,14.160000,15.150000,15.150000,333300
2020-06-26,15.000000,15.050000,14.715000,14.910000,14.910000,332900
2020-06-29,14.770000,15.000000,14.390000,14.820000,14.820000,322100
2020-06-30,14.900000,15.240000,14.550000,15.100000,15.100000,1198100
2020-07-01,15.120000,15.250000,14.910000,15.150000,15.150000,949800
2020-07-02,15.160000,15.990000,15.160000,15.460000,15.460000,633800
2020-07-06,15.250000,15.730000,15.000000,15.640000,15.640000,888800
2020-07-07,15.590000,15.760000,15.370000,15.760000,15.760000,315600
2020-07-08,15.770000,16.030001,15.630000,15.840000,15.840000,366300
2020-07-09,15.800000,15.800000,14.930000,15.720000,15.720000,313100
2020-07-10,15.590000,15.625000,15.020000,15.380000,15.380000,627100
2020-07-13,15.390000,15.690000,15.280000,15.670000,15.670000,409300
2020-07-14,15.920000,17.959999,15.710000,17.950001,17.950001,1728700
