Date,Open,High,Low,Close,Adj Close,Volume
2020-04-07,3.950000,3.950000,2.210000,2.680000,2.680000,131200
2020-04-08,2.250000,2.400000,1.710000,2.000000,2.000000,90400
2020-04-09,2.000000,2.155000,1.741000,1.870000,1.870000,68300
2020-04-13,1.900000,1.900000,1.642000,1.722000,1.722000,86900
2020-04-14,1.900000,2.300000,1.800000,2.180000,2.180000,504000
2020-04-15,2.300000,2.320000,1.930000,2.150000,2.150000,190300
2020-04-16,2.020000,2.200000,2.000000,2.030000,2.030000,91200
2020-04-17,2.130000,2.130000,2.030000,2.055000,2.055000,58800
2020-04-20,4.400000,4.990000,1.830000,1.850000,1.850000,12605000
2020-04-21,1.890000,1.940000,1.700000,1.770000,1.770000,576300
2020-04-22,1.770000,1.860000,1.720000,1.774000,1.774000,224200
2020-04-23,1.680000,1.764000,1.520000,1.670000,1.670000,401600
2020-04-24,1.570000,1.800000,1.570000,1.750000,1.750000,245200
2020-04-27,1.800000,2.200000,1.670000,2.000000,2.000000,698500
2020-04-28,2.000000,2.080000,1.900000,1.990000,1.990000,191600
2020-04-29,2.000000,2.000000,1.780000,1.850000,1.850000,207100
2020-04-30,1.810000,1.840000,1.760000,1.780000,1.780000,143000
2020-05-01,1.790000,1.790000,1.630000,1.670000,1.670000,165500
2020-05-04,1.740000,1.800000,1.660000,1.715000,1.715000,96100
2020-05-05,1.760000,1.800000,1.680000,1.710000,1.710000,74400
2020-05-06,1.770000,1.770000,1.660000,1.690000,1.690000,70700
2020-05-07,1.690000,1.695000,1.550000,1.600000,1.600000,106300
2020-05-08,1.610000,1.660000,1.595000,1.630000,1.630000,74700
2020-05-11,1.610000,1.700000,1.560000,1.700000,1.700000,172700
2020-05-12,1.620000,1.700000,1.620000,1.640000,1.640000,60000
2020-05-13,1.610000,1.625000,1.540000,1.570000,1.570000,76500
2020-05-14,1.520000,1.580000,1.520000,1.570000,1.570000,47400
2020-05-15,1.530000,1.639000,1.530000,1.580000,1.580000,45500
2020-05-18,1.620000,1.650000,1.560000,1.640000,1.640000,85600
2020-05-19,1.590000,1.640000,1.580000,1.580000,1.580000,40500
2020-05-20,1.640000,1.640000,1.550000,1.580000,1.580000,86300
2020-05-21,1.550000,1.610000,1.550000,1.580000,1.580000,84200
2020-05-22,1.580000,1.620000,1.550000,1.580000,1.580000,52900
2020-05-26,1.590000,1.640000,1.531000,1.550000,1.550000,122600
2020-05-27,1.570000,1.570000,1.450000,1.536000,1.536000,155800
2020-05-28,1.590000,1.594000,1.500000,1.570000,1.570000,76000
2020-05-29,1.590000,1.640000,1.543000,1.620000,1.620000,229900
2020-06-01,1.620000,2.630000,1.600000,1.760000,1.760000,2094300
2020-06-02,1.840000,2.000000,1.740000,1.840000,1.840000,284100
2020-06-03,1.960000,1.960000,1.740000,1.760000,1.760000,197300
2020-06-04,1.890000,2.080000,1.870000,1.970000,1.970000,375100
2020-06-05,2.180000,2.389000,2.060000,2.120000,2.120000,457300
2020-06-08,2.180000,2.200000,1.800000,2.110000,2.110000,458500
2020-06-09,2.200000,2.300000,2.000000,2.180000,2.180000,811000
2020-06-10,3.000000,6.880000,2.830000,3.360000,3.360000,29688000
2020-06-11,3.170000,4.750000,2.750000,4.060000,4.060000,3138200
2020-06-12,4.460000,5.250000,4.100000,4.550000,4.550000,2008700
2020-06-15,4.320000,4.330000,3.500000,3.960000,3.960000,809300
2020-06-16,4.380000,4.380000,3.835000,4.000000,4.000000,375100
2020-06-17,3.910000,3.990000,3.630000,3.750000,3.750000,263100
2020-06-18,3.670000,3.700000,3.360000,3.520000,3.520000,312100
2020-06-19,3.620000,4.800000,3.620000,4.080000,4.080000,1386500
2020-06-22,4.030000,4.290000,3.910000,3.950000,3.950000,396800
2020-06-23,3.930000,4.170000,3.920000,3.970000,3.970000,226300
2020-06-24,3.970000,4.000000,3.600000,3.860000,3.860000,353500
2020-06-25,3.880000,3.890000,3.650000,3.740000,3.740000,124500
2020-06-26,3.740000,3.980000,3.500000,3.860000,3.860000,279700
2020-06-29,3.890000,3.890000,3.580000,3.660000,3.660000,168800
2020-06-30,3.250000,3.380000,3.110000,3.310000,3.310000,380700
2020-07-01,3.400000,3.490000,3.100000,3.180000,3.180000,158000
2020-07-02,3.110000,3.750000,3.110000,3.550000,3.550000,262000
2020-07-06,3.580000,3.694000,3.270000,3.430000,3.430000,173800
2020-07-07,3.320000,3.340000,3.050000,3.090000,3.090000,194100
2020-07-08,3.310000,3.310000,3.080000,3.150000,3.150000,59700
2020-07-09,3.200000,3.230000,3.050000,3.150000,3.150000,96700
2020-07-10,3.120000,3.180000,3.020000,3.040000,3.040000,127900
2020-07-13,3.090000,3.100000,2.950000,3.010000,3.010000,168200
2020-07-14,3.010000,3.060000,2.650000,2.830000,2.830000,151900
