Date,Open,High,Low,Close,Adj Close,Volume
2020-02-18,10.477000,14.145000,10.477000,13.000000,13.000000,120700
2020-02-19,13.000000,13.000000,11.070000,11.950000,11.950000,58500
2020-02-20,11.410000,11.410000,9.100000,9.620000,9.620000,159100
2020-02-21,9.620000,10.256000,9.260000,9.719000,9.719000,49600
2020-02-24,9.260000,10.290000,9.260000,9.660000,9.660000,18500
2020-02-25,9.320000,9.744000,9.320000,9.500000,9.500000,11200
2020-02-26,9.300000,10.070000,9.300000,9.650000,9.650000,43600
2020-02-27,9.370000,9.960000,9.280000,9.960000,9.960000,26200
2020-02-28,9.450000,10.440000,9.450000,9.900000,9.900000,39600
2020-03-02,9.750000,9.826000,8.780000,9.340000,9.340000,38500
2020-03-03,9.340000,10.030000,9.264000,10.030000,10.030000,4300
2020-03-04,9.660000,9.660000,9.122000,9.350000,9.350000,16900
2020-03-05,8.999000,9.198000,8.800000,9.090000,9.090000,8900
2020-03-06,8.480000,9.140000,8.450000,9.000000,9.000000,12000
2020-03-09,8.490000,8.490000,8.000000,8.000000,8.000000,14700
2020-03-10,8.390000,9.000000,8.210000,8.440000,8.440000,26300
2020-03-11,8.430000,8.430000,8.200000,8.350000,8.350000,18500
2020-03-12,8.250000,8.250000,5.270000,5.280000,5.280000,22900
2020-03-13,6.000000,6.000000,5.600000,5.605000,5.605000,13800
2020-03-16,5.510000,5.550000,5.000000,5.300000,5.300000,50200
2020-03-17,5.440000,5.440000,5.063000,5.270000,5.270000,24800
2020-03-18,5.500000,5.810000,5.000000,5.810000,5.810000,30900
2020-03-19,5.375000,6.330000,5.375000,6.140000,6.140000,12100
2020-03-20,6.030000,6.354000,5.010000,5.010000,5.010000,13600
2020-03-23,5.540000,5.950000,5.400000,5.400000,5.400000,2800
2020-03-24,5.450000,6.150000,5.444000,6.150000,6.150000,4400
2020-03-25,6.262000,7.790000,6.200000,7.080000,7.080000,7800
2020-03-26,7.985000,9.480000,7.500000,8.800000,8.800000,5600
2020-03-27,9.400000,9.400000,8.100000,9.200000,9.200000,3900
2020-03-30,8.280000,8.935000,6.870000,8.140000,8.140000,15500
2020-03-31,8.100000,8.600000,8.100000,8.590000,8.590000,2600
2020-04-01,8.040000,8.390000,6.860000,7.052000,7.052000,16300
2020-04-02,7.080000,8.470000,7.080000,7.120000,7.120000,2300
2020-04-03,8.020000,8.820000,8.020000,8.200000,8.200000,25400
2020-04-06,9.041000,9.520000,7.920000,9.140000,9.140000,3000
2020-04-07,9.590000,9.590000,8.510000,9.140000,9.140000,4500
2020-04-08,9.150000,9.150000,8.300000,8.800000,8.800000,8100
2020-04-09,9.130000,9.130000,8.260000,9.000000,9.000000,2600
2020-04-13,8.575000,8.700000,8.320000,8.700000,8.700000,6500
2020-04-14,8.430000,8.690000,8.000000,8.690000,8.690000,16500
2020-04-15,8.348000,8.700000,8.000000,8.700000,8.700000,2600
2020-04-16,9.000000,9.000000,8.150000,8.990000,8.990000,10300
2020-04-17,8.220000,8.800000,8.150000,8.700000,8.700000,5300
2020-04-20,8.220000,9.000000,8.190000,8.515000,8.515000,6600
2020-04-21,8.570000,9.500000,8.406000,8.850000,8.850000,9100
2020-04-22,8.865000,9.500000,8.600000,9.500000,9.500000,5600
2020-04-23,9.050000,9.300000,8.694000,8.694000,8.694000,7300
2020-04-24,8.530000,9.480000,8.458000,9.480000,9.480000,8100
2020-04-27,9.480000,9.500000,8.800000,9.250000,9.250000,12700
2020-04-28,9.320000,9.355000,9.000000,9.250000,9.250000,5900
2020-04-29,9.130000,9.250000,9.052000,9.060000,9.060000,6200
2020-04-30,9.060000,9.100000,8.810000,9.100000,9.100000,3900
2020-05-01,8.900000,9.090000,8.806000,9.090000,9.090000,3600
2020-05-04,9.250000,9.250000,9.090000,9.090000,9.090000,900
2020-05-05,8.950000,9.250000,8.900000,9.090000,9.090000,4900
2020-05-06,9.000000,10.100000,9.000000,10.100000,10.100000,11300
2020-05-07,9.850000,11.070000,8.870000,10.500000,10.500000,7700
2020-05-08,10.500000,10.710000,10.005000,10.680000,10.680000,8400
2020-05-11,10.680000,10.680000,9.000000,9.310000,9.310000,9400
2020-05-12,9.840000,9.897000,9.150000,9.150000,9.150000,5800
2020-05-13,9.430000,10.500000,9.145000,9.380000,9.380000,13000
2020-05-14,9.000000,9.195000,8.700000,8.825000,8.825000,9100
2020-05-15,8.220000,9.040000,8.220000,8.950000,8.950000,2000
2020-05-18,8.745000,9.180000,8.745000,9.030000,9.030000,2600
2020-05-19,8.800000,9.750000,8.800000,9.750000,9.750000,3400
2020-05-20,9.750000,10.200000,9.270000,10.200000,10.200000,6000
2020-05-21,9.790000,10.190000,9.299000,9.970000,9.970000,5800
2020-05-22,9.443000,10.250000,9.443000,10.010000,10.010000,10600
2020-05-26,10.250000,11.100000,10.250000,10.560000,10.560000,52200
2020-05-27,10.560000,10.680000,10.430000,10.430000,10.430000,23900
2020-05-28,10.570000,10.610000,10.250000,10.400000,10.400000,19200
2020-05-29,10.548000,10.548000,10.250000,10.500000,10.500000,8700
2020-06-01,10.250000,10.500000,10.150000,10.500000,10.500000,18100
2020-06-02,10.210000,10.500000,10.110000,10.500000,10.500000,10200
2020-06-03,10.244000,10.490000,10.110000,10.250000,10.250000,10500
2020-06-04,10.450000,10.450000,9.900000,10.010000,10.010000,32000
2020-06-05,10.210000,10.210000,9.990000,10.200000,10.200000,13000
2020-06-08,10.360000,10.490000,10.028000,10.240000,10.240000,38000
2020-06-09,10.380000,10.490000,10.000000,10.290000,10.290000,39400
2020-06-10,10.320000,10.400000,10.060000,10.250000,10.250000,14800
2020-06-11,10.115000,10.115000,9.550000,9.550000,9.550000,23800
2020-06-12,10.000000,10.370000,9.700000,9.960000,9.960000,14600
2020-06-15,9.600000,9.790000,7.785000,8.415000,8.415000,221000
2020-06-16,8.270000,8.420000,8.150000,8.305000,8.305000,48300
2020-06-17,8.360000,8.360000,7.780000,8.000000,8.000000,35100
2020-06-18,8.230000,8.730000,7.909000,8.210000,8.210000,21400
2020-06-19,8.290000,8.525000,8.240000,8.440000,8.440000,67900
2020-06-22,8.320000,8.320000,7.220000,7.940000,7.940000,48100
