Date,Open,High,Low,Close,Adj Close,Volume
2020-06-08,10.750000,10.950000,10.725000,10.820000,10.820000,1849000
2020-06-09,11.260000,12.800000,11.130000,12.080000,12.080000,1748000
2020-06-10,13.140000,14.880000,12.740000,13.250000,13.250000,2377000
2020-06-11,13.000000,13.370000,11.750000,11.900000,11.900000,1133800
2020-06-12,12.750000,12.950000,11.600000,11.950000,11.950000,829500
2020-06-15,12.850000,12.980000,12.470000,12.890000,12.890000,842600
2020-06-16,13.720000,14.900000,13.350000,14.500000,14.500000,1648800
2020-06-17,16.389999,19.920000,16.299999,17.000000,17.000000,3363700
2020-06-18,18.500000,18.610001,16.500999,18.549999,18.549999,1586300
2020-06-19,19.020000,19.240000,17.340000,17.930000,17.930000,1093300
2020-06-22,17.299999,17.466000,16.049999,16.660000,16.660000,810900
2020-06-23,16.750000,16.931000,15.260000,16.000000,16.000000,585600
2020-06-24,15.500000,15.900000,13.330000,14.980000,14.980000,902000
2020-06-25,14.500000,15.560000,13.460000,15.560000,15.560000,594500
2020-06-26,15.690000,16.230000,14.800000,15.590000,15.590000,399100
2020-06-29,16.000000,16.980000,15.600000,16.370001,16.370001,680700
2020-06-30,18.750000,19.350000,15.700000,15.990000,15.990000,1787100
2020-07-01,16.000000,16.559999,14.800000,15.100000,15.100000,684300
2020-07-02,15.860000,15.860000,14.350000,14.980000,14.980000,437200
2020-07-06,15.090000,15.400000,13.700000,14.020000,14.020000,518100
2020-07-07,13.500000,13.770000,12.700000,13.470000,13.470000,470100
2020-07-08,13.380000,13.550000,12.500000,12.910000,12.910000,373800
2020-07-09,13.390000,13.500000,12.800000,13.080000,13.080000,262700
2020-07-10,12.390000,13.020000,12.118000,12.250000,12.250000,346800
2020-07-13,12.000000,13.250000,11.630000,11.630000,11.630000,674600
2020-07-14,11.780000,12.290000,11.220000,12.100000,12.100000,415300
